date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	
attention
19.10.2017_1.2.53	501599	99851	29063	2948	15244	3604	1747	1109	50
19.10.2017_1.2.54	82877	35472	33085	9682	5509	1991	951	1130	51
19.10.2017_1.2.55	34046	57104	2483	21825	5891	6926	2541	2117	54
19.10.2017_1.2.56	20347	35134	33507	31813	13291	4016	2737	3413	67
19.10.2017_1.2.57	678265	61560	18075	30073	11221	9499	1941	3008	63
19.10.2017_1.2.58	90704	31948	11273	6153	6333	6439	3492	10128	74
19.10.2017_1.2.59	1394451	80145	20814	22395	6861	13988	19688	17380	87
19.10.2017_1.3.0	8551	39794	19593	13149	10078	13496	5390	3239	88
19.10.2017_1.3.1	27474	19969	25228	11627	9415	5303	3511	4837	100
19.10.2017_1.3.2	3521	29853	25833	4142	4895	3760	2853	4183	100
19.10.2017_1.3.3	89903	43242	27342	2676	15143	5450	1568	2650	96
19.10.2017_1.3.4	23441	39120	4926	7626	3586	4680	3292	1675	93
19.10.2017_1.3.5	9984	71978	10478	10496	7262	2834	2245	807	87
19.10.2017_1.3.6	17625	19286	17724	6753	4647	5446	2311	2024	77
19.10.2017_1.3.7	13790	22622	23753	5729	8912	6861	3328	2298	83
19.10.2017_1.3.8	326046	129625	4883	5495	11649	3652	3200	3109	88
19.10.2017_1.3.9	221846	217463	11485	23111	14994	7253	3086	5536	78
19.10.2017_1.3.10	64260	43591	16229	34556	26703	11578	9100	4436	77
19.10.2017_1.3.11	9544	19886	7561	30320	10124	7497	2057	2343	77
19.10.2017_1.3.12	1205904	224243	31241	59479	33611	11007	11997	5558	77
19.10.2017_1.3.13	75875	79517	30074	13563	14467	11073	9125	8354	78
19.10.2017_1.3.14	147439	15782	2814	2120	2681	5106	3521	1803	88
19.10.2017_1.3.15	151572	54548	13858	11904	4990	15356	9753	9495	93
19.10.2017_1.3.16	18985	15553	38055	12211	9541	8555	12057	4124	96
19.10.2017_1.3.17	13717	80569	61523	6321	5756	6159	4003	3315	100
19.10.2017_1.3.18	96461	37121	5560	2206	2910	2635	1406	997	100
19.10.2017_1.3.19	174953	30180	5035	4183	5521	5271	2573	2781	90
19.10.2017_1.3.20	414148	145255	7514	18558	12141	4940	14064	3405	87
19.10.2017_1.3.21	24542	53728	14706	2199	16707	28980	6362	8900	74
19.10.2017_1.3.22	296253	103220	18236	14623	18636	20736	11646	4590	91
19.10.2017_1.3.23	47998	57815	26437	4526	7171	11785	8379	12876	96
19.10.2017_1.3.24	175409	75333	18971	19541	9811	12528	15431	13597	94
19.10.2017_1.3.25	28868	40984	8501	14233	24727	8110	6010	6357	100
19.10.2017_1.3.26	37434	24420	9441	7366	11455	8895	4769	9330	94
19.10.2017_1.3.27	93644	135215	43734	15948	9150	20329	5922	14760	96
19.10.2017_1.3.28	35570	61443	7009	14985	3404	10839	3471	1556	94
19.10.2017_1.3.29	106303	14213	57222	3873	6495	4112	4766	6722	94
19.10.2017_1.3.30	39532	14942	9365	2614	1305	2773	497	908	90
19.10.2017_1.3.31	120853	73310	53714	50226	11455	10288	5547	5092	83
19.10.2017_1.3.32	100750	69556	21546	21788	4615	13437	10377	2786	78
19.10.2017_1.3.33	39930	48857	5857	11545	12926	14791	6959	3954	80
19.10.2017_1.3.34	4722	11982	7374	12132	6611	8248	3333	5868	90
19.10.2017_1.3.35	21872	24457	13347	14268	4448	5423	1479	2943	100
19.10.2017_1.3.36	28232	11087	16937	14885	9687	4065	2729	2603	100
19.10.2017_1.3.37	127165	57545	13496	10237	14815	13533	2788	3265	100
19.10.2017_1.3.38	8259	11273	1515	2905	8068	2834	3173	3154	100
19.10.2017_1.3.39	72412	13349	4823	20009	12857	7420	4670	8321	96
19.10.2017_1.3.40	135052	60811	21945	17732	18012	12831	8631	4671	100
19.10.2017_1.3.41	19674	9239	4798	2533	1576	1174	975	564	100
19.10.2017_1.3.42	25091	12697	24784	4362	6135	7015	1630	8237	93
19.10.2017_1.3.43	6212	21072	43179	8357	11986	9317	2371	1706	93
19.10.2017_1.3.44	25003	27298	4002	6511	6474	10525	2830	4166	90
19.10.2017_1.3.45	24440	24485	3387	6262	4596	5796	1947	4075	97
19.10.2017_1.3.46	2349	19333	14484	5973	7677	7125	4871	2745	100
19.10.2017_1.3.47	15803	15857	28402	25039	9151	11436	3494	3482	100
19.10.2017_1.3.48	22422	64010	7817	5389	19240	8946	1496	3067	100
19.10.2017_1.3.49	4123	28445	17134	9218	5964	4176	1496	2782	96
19.10.2017_1.3.50	21412	69025	3750	5609	6311	4448	1728	3871	91
19.10.2017_1.3.51	15210	12645	15393	6319	3446	4224	2580	2598	81
19.10.2017_1.3.52	2642	19325	5532	17014	3248	3938	1537	3182	80
19.10.2017_1.3.53	9813	9348	18875	4442	10911	4625	1158	3468	78
19.10.2017_1.3.54	17821	26228	3124	10371	2264	5977	1514	5797	83
19.10.2017_1.3.55	19044	16928	7317	8746	6621	8336	4398	7938	91
19.10.2017_1.3.56	18343	22863	18313	11031	11145	7198	2138	2318	97
19.10.2017_1.3.57	18726	30333	7164	8074	7896	6894	1232	2186	100
19.10.2017_1.3.58	19690	28499	15125	2579	11739	4892	2196	1859	100
19.10.2017_1.3.59	15681	28943	4285	6341	8890	7949	1944	2304	96
19.10.2017_1.4.0	72864	11433	4012	2283	2153	1111	344	834	94
19.10.2017_1.4.0	6232	14501	11158	9989	2291	5399	861	8439	87
19.10.2017_1.4.1	68530	57443	1641	3690	1128	986	266	616	87
19.10.2017_1.4.2	29944	86356	5006	3755	7838	3342	1508	3678	69
19.10.2017_1.4.3	71143	42071	18160	17494	25626	9883	4239	3795	54
19.10.2017_1.4.5	45751	20773	23162	15409	6239	6684	2567	6357	61
19.10.2017_1.4.5	195112	13385	10265	5648	4174	2343	362	1303	57
19.10.2017_1.4.6	26198	14586	3651	10355	7764	4791	1695	3048	74
19.10.2017_1.4.7	145455	126915	4359	12365	18761	11350	6297	11924	87
19.10.2017_1.4.8	204416	9090	12575	24571	22225	8171	18225	20599	83
19.10.2017_1.4.9	39561	51670	5759	21325	4152	6590	2424	7575	87
19.10.2017_1.4.10	43863	39303	16392	7402	2955	7575	1792	3113	87
19.10.2017_1.4.11	28200	12313	6119	8672	4993	6598	3022	5391	83
19.10.2017_1.4.12	135961	35066	11204	8037	2000	5929	2280	3213	93
19.10.2017_1.4.13	114624	45916	9576	3395	9114	6419	4597	5258	88
19.10.2017_1.4.14	141857	59752	19461	24786	10296	7745	2235	4093	90
19.10.2017_1.4.15	82664	54176	36692	4644	3361	6742	1364	2206	87
19.10.2017_1.4.16	110439	8311	6470	569	1022	1247	1235	771	77
19.10.2017_1.4.17	66725	21572	16930	11219	9324	4779	1801	5706	75
19.10.2017_1.4.18	30112	12688	9343	11903	12733	9386	3561	2389	74
19.10.2017_1.4.19	28161	14591	37561	5199	4063	6117	3443	9766	84
19.10.2017_1.4.20	7222	21496	11546	5636	4616	3371	1700	2959	87
19.10.2017_1.4.21	12833	9023	7675	11986	12303	4467	2316	4032	88
19.10.2017_1.4.22	104311	18617	11438	3401	3254	2849	1767	2367	91
19.10.2017_1.4.23	128639	126748	9394	9014	17237	9196	8001	6775	80
19.10.2017_1.4.24	18396	24730	22383	5692	12893	3191	2217	3825	77
19.10.2017_1.4.25	14193	28229	8269	7146	19573	7122	1515	975	74
19.10.2017_1.4.26	20430	32665	6704	8361	3049	6646	1834	1252	75
19.10.2017_1.4.27	44892	84660	33944	75140	5155	9359	5424	4864	80
19.10.2017_1.4.28	49760	20964	10452	26816	7331	10050	3699	4293	78
19.10.2017_1.4.29	56068	42458	24826	3987	7711	5847	2337	1414	87
19.10.2017_1.4.30	1450025	105983	8835	72812	67219	23857	13784	11112	80
19.10.2017_1.4.31	11410	22388	2644	7820	5782	4712	3947	6563	80
19.10.2017_1.4.32	14754	43288	1405	7414	3789	6359	2730	8346	88
19.10.2017_1.4.33	38275	57846	51002	25427	13999	9433	4020	11384	87
19.10.2017_1.4.34	462265	111373	8580	6479	3864	7430	4184	7893	84
19.10.2017_1.4.35	58370	19849	10171	1132	2090	858	482	2522	78
19.10.2017_1.4.36	15602	25632	11642	14883	9845	9190	1601	10680	63
19.10.2017_1.4.37	30254	45527	9654	3774	7672	1965	3511	13631	66
19.10.2017_1.4.38	152115	12952	3508	990	3316	2492	1528	1644	60
19.10.2017_1.4.39	245972	11871	4211	1793	8886	2111	2514	1673	67
19.10.2017_1.4.40	277482	71860	56448	3340	6172	4930	1396	1559	81
19.10.2017_1.4.41	57750	15469	9907	4835	824	2698	820	895	66
19.10.2017_1.4.42	21906	25358	7144	11835	5591	6048	928	4588	77
19.10.2017_1.4.43	90886	42379	5306	1970	4630	5508	551	1037	77
19.10.2017_1.4.44	32042	16746	5951	1901	3336	1894	1242	904	75
19.10.2017_1.4.45	481225	67843	21403	22138	4708	13095	5164	6461	81
19.10.2017_1.4.46	133408	70391	14372	16943	17712	8229	9380	2827	83
19.10.2017_1.4.47	369909	31814	4350	858	2091	2883	1623	1552	80
19.10.2017_1.4.48	24203	74460	36297	8882	4583	5861	3257	17895	75
19.10.2017_1.4.49	47723	64922	11939	6530	13089	8976	4159	1577	69
19.10.2017_1.4.50	239106	174229	44104	13954	27344	5219	3444	3494	67
19.10.2017_1.4.51	106845	22084	18063	13975	3309	4843	2732	2568	54
19.10.2017_1.4.52	60383	99398	13380	8086	26474	10848	7458	5586	56
19.10.2017_1.4.53	136760	22042	11563	2640	7406	1367	796	314	63
19.10.2017_1.4.54	65050	43193	36802	16044	7100	4907	990	3422	53
19.10.2017_1.4.55	77135	139690	11401	22160	11318	7800	5226	2853	61
19.10.2017_1.4.56	126582	109532	5865	9805	10113	13080	2281	2847	54
19.10.2017_1.4.57	117860	38171	22031	10919	20953	15132	6794	7738	56
19.10.2017_1.4.58	10765	35867	17540	11061	4419	11150	3091	4744	70
19.10.2017_1.4.59	57528	19173	46592	6203	11556	4375	4925	4520	83
19.10.2017_1.5.0	10985	22012	8151	14448	7046	5784	2777	3060	84
19.10.2017_1.5.1	8095	20447	14601	12738	3791	3445	2265	5822	88
19.10.2017_1.5.2	10642	9889	10467	13330	14598	8220	3490	4030	78
19.10.2017_1.5.3	334675	73924	4614	6257	22168	7220	5600	8512	83
19.10.2017_1.5.4	75771	16325	12995	4155	6303	3123	3177	1387	87
19.10.2017_1.5.5	153053	146308	25716	14264	28807	13096	10952	8592	81
19.10.2017_1.5.6	735301	64031	559	4950	4184	1831	763	353	81
19.10.2017_1.5.7	1295304	594713	158176	48320	94593	43367	12022	15063	81
19.10.2017_1.5.8	276132	56216	6491	7691	16361	9211	7422	1851	66
19.10.2017_1.5.9	172333	14673	5305	2117	1014	768	184	195	69
19.10.2017_1.5.10	38158	33974	12323	3992	4328	16251	8712	4257	61
19.10.2017_1.5.11	32683	27445	76003	59827	28239	11906	4808	3295	77
19.10.2017_1.5.12	162624	140023	34747	16468	10760	7491	9684	4068	80
19.10.2017_1.5.13	1179945	379485	233345	58023	81542	31988	15128	16945	69
19.10.2017_1.5.14	90818	22078	4103	540	1283	3154	2872	3335	70
19.10.2017_1.5.15	97567	30065	1342	7056	1098	5096	1887	1489	61
19.10.2017_1.5.16	175692	68291	13443	21346	8858	8028	3363	2373	66
19.10.2017_1.5.17	288248	21815	1529	3040	7524	3823	3817	3170	74
19.10.2017_1.5.18	58812	29762	22128	2177	3237	1292	1629	1936	83
19.10.2017_1.5.19	119239	19681	27647	3673	4977	4290	3361	1047	69
19.10.2017_1.5.20	59440	49425	25978	27170	5888	14898	17966	8599	66
19.10.2017_1.5.21	149769	19182	601	4842	7384	4331	1890	2964	70
19.10.2017_1.5.22	397891	82834	91633	38822	20089	9640	16732	8447	74
19.10.2017_1.5.23	265147	132662	10725	15574	13206	21699	11355	8957	78
19.10.2017_1.5.24	114627	30862	1080	2214	2019	3149	2941	5355	83
19.10.2017_1.5.25	512739	120158	60652	22014	7941	20133	15856	9555	78
19.10.2017_1.5.26	660487	48860	1350	6030	5253	4880	3090	1680	74
19.10.2017_1.5.27	1120884	17883	4971	7430	7993	4153	3240	1601	80
19.10.2017_1.5.28	21547	35744	7241	14054	24105	16423	2972	6508	80
19.10.2017_1.5.29	75842	12758	4416	5051	8419	4285	1686	1991	91
19.10.2017_1.5.30	136131	17570	1558	1945	6511	9190	1866	2742	97
19.10.2017_1.5.31	400657	54041	65603	21552	7864	16099	10202	14076	100
19.10.2017_1.5.32	370698	32208	5191	7189	2685	6159	4642	8437	100
19.10.2017_1.5.33	245503	34691	25663	8835	4508	2627	4384	11130	100
19.10.2017_1.5.34	85386	17857	1209	4601	1812	2635	1043	6435	88
19.10.2017_1.5.35	33774	19300	15265	13670	7969	4328	5921	20651	77
19.10.2017_1.5.36	249098	47865	16794	7722	7895	19558	2540	35966	75
19.10.2017_1.5.37	11918	13321	1541	3242	5732	5496	3097	3312	80
19.10.2017_1.5.38	230640	136354	34305	5109	394	4618	6691	4253	100
19.10.2017_1.5.39	1522811	49190	4758	16231	5102	14637	10085	11878	87
19.10.2017_1.5.40	49733	111969	31446	13725	18977	22399	2935	9813	93
19.10.2017_1.5.41	949653	12339	9374	4855	2039	7713	1414	1836	87
19.10.2017_1.5.42	71274	49177	20981	25655	12846	8884	3220	1385	88
19.10.2017_1.5.43	1598304	82679	11509	10872	7469	3592	915	1748	88
19.10.2017_1.5.44	91104	18059	12371	5705	1853	5802	787	3131	90
19.10.2017_1.5.45	238355	20902	4067	8451	5280	1533	2701	2447	88
19.10.2017_1.5.46	26790	22223	3825	1970	4125	754	564	400	77
19.10.2017_1.5.47	563138	36923	32384	7136	15845	7697	4788	8969	53
19.10.2017_1.5.48	216430	138996	31952	21943	18011	16178	6806	6101	63
19.10.2017_1.5.49	120366	69481	5708	19715	17646	13953	7662	6313	57
19.10.2017_1.5.50	956725	28804	17711	9951	6243	2554	1521	2657	69
19.10.2017_1.5.51	73963	34928	9368	18380	16454	10095	5743	24002	75
19.10.2017_1.5.52	354171	255240	36486	17748	39033	14827	9764	21557	77
19.10.2017_1.5.53	65237	16546	2351	1815	4212	4557	2555	2056	70
19.10.2017_1.5.54	352718	112872	59549	24015	5346	14570	11131	12788	75
19.10.2017_1.5.55	109828	97780	10931	16851	18398	18605	6929	6224	80
19.10.2017_1.5.56	19199	65733	14771	8523	17353	8038	2917	8074	80
19.10.2017_1.5.57	33012	68099	9902	17178	28921	8407	3101	8710	87
19.10.2017_1.5.58	320654	8254	5758	2507	10388	3849	2479	3661	80
19.10.2017_1.5.59	34472	62693	5174	10970	8930	6288	5660	6312	90
19.10.2017_1.6.0	983977	516253	8307	41292	95461	37659	6165	7361	83
19.10.2017_1.6.1	82638	40527	27012	5178	19905	17099	3599	3084	80
19.10.2017_1.6.2	468358	34098	12049	2334	7387	10213	3771	6547	90
19.10.2017_1.6.3	17737	14503	24571	36003	5981	8920	4521	5541	88
19.10.2017_1.6.4	6995	15920	6097	5157	8505	7123	5537	8412	91
19.10.2017_1.6.5	69599	66619	59269	32705	28960	11144	4367	2701	100
19.10.2017_1.6.6	151236	19604	65213	17808	7348	7161	4406	3287	91
19.10.2017_1.6.7	49872	53388	60980	27404	9326	12431	6503	2994	81
19.10.2017_1.6.8	28909	58980	1361	13351	12689	6360	8813	8572	78
19.10.2017_1.6.9	34938	40605	11190	8818	18224	22058	8761	5927	69
19.10.2017_1.6.10	27889	31868	1153	5382	16681	4917	9982	6575	84
19.10.2017_1.6.11	68176	25433	3040	21240	17008	8804	3846	5012	90
19.10.2017_1.6.12	36188	25885	10181	22930	11286	4725	8569	8322	97
19.10.2017_1.6.13	17692	47149	21073	5855	13481	11720	8086	7213	96
19.10.2017_1.6.14	78155	40032	16643	10309	5619	13200	13581	7652	90
19.10.2017_1.6.15	66816	17013	1487	13810	13649	8522	8290	5976	93
19.10.2017_1.6.16	21849	40960	18547	5565	7097	10468	3438	6514	97
19.10.2017_1.6.17	23903	49609	18256	6129	10131	18683	6725	3445	100
19.10.2017_1.6.18	47005	49289	22448	4681	12731	10022	8523	8171	100
19.10.2017_1.6.19	10685	44267	25392	41283	13584	15327	15171	7280	100
19.10.2017_1.6.20	366012	52312	12071	6072	3703	6164	8061	7021	97
19.10.2017_1.6.21	34870	78654	19698	63466	2542	15680	5967	5157	91
19.10.2017_1.6.22	28657	41660	10899	38679	5927	29676	11149	7107	81
19.10.2017_1.6.23	20313	97692	39673	17509	12264	22329	10203	9901	91
19.10.2017_1.6.24	67442	19484	2745	3331	731	1034	636	554	91
19.10.2017_1.6.25	211333	78535	80464	9540	23704	21054	4592	6906	84
19.10.2017_1.6.26	107944	198429	11386	28015	6025	11374	7211	5940	87
19.10.2017_1.6.27	124306	21022	29675	25978	17393	8307	6082	4921	67
19.10.2017_1.6.28	68837	99091	82813	5284	15367	3829	9224	3841	64
19.10.2017_1.6.29	1131289	13211	5279	2810	1550	3547	968	449	57
19.10.2017_1.6.30	338293	26935	15596	1394	3170	3875	1560	2826	61
19.10.2017_1.6.31	653341	30624	3532	12960	5770	4720	4151	3250	67
19.10.2017_1.6.32	488002	95288	11523	4496	6516	10650	5642	6308	66
19.10.2017_1.6.33	1151567	28462	22301	6872	17948	11334	13024	12321	81
19.10.2017_1.6.34	914314	341342	37382	15496	36269	33537	11081	18435	83
19.10.2017_1.6.35	1591908	193602	4484	9123	8021	7591	9244	8116	83
19.10.2017_1.6.36	248198	47159	93649	26085	28688	18060	10867	20397	74
19.10.2017_1.6.37	1522993	804280	52084	301148	149243	50489	137454	53048	74
19.10.2017_1.6.38	538270	71581	12266	6733	4564	3170	2783	2816	57
19.10.2017_1.6.39	1582875	267576	14667	21386	7388	10868	6439	20907	48
19.10.2017_1.6.40	1293149	164877	27630	9393	18948	8990	9915	4249	48
19.10.2017_1.6.41	168586	28445	8893	1686	763	1132	718	2328	40
19.10.2017_1.6.42	1543492	50951	33288	12080	5887	11843	13147	5868	35
19.10.2017_1.6.43	1635363	873046	350868	114291	21860	14881	29601	38608	48
19.10.2017_1.6.44	129589	170680	13369	19465	20264	12084	16084	12086	37
19.10.2017_1.6.45	297063	60084	2791	4831	802	2492	5047	3071	40
19.10.2017_1.6.46	2191880	428822	83483	15109	37938	29869	52143	64073	41
19.10.2017_1.6.47	199714	98989	5029	8783	2647	3245	4441	1381	34
19.10.2017_1.6.48	774921	87630	54236	20674	9556	6359	5294	9187	43
19.10.2017_1.6.49	2339945	437587	10530	29275	96268	35875	54910	23217	38
19.10.2017_1.6.50	920680	87089	16403	18558	3911	4842	7931	6640	47
19.10.2017_1.6.51	933108	255702	13909	36077	23790	12088	18465	24700	43
19.10.2017_1.6.52	642791	383766	37092	12039	10983	17982	9655	18640	47
19.10.2017_1.6.53	100362	40440	6623	2955	6906	3497	1898	2251	47
19.10.2017_1.6.54	849752	76525	71738	55496	48406	29886	14536	71358	44
19.10.2017_1.6.55	2195860	703877	97615	22137	40483	87347	64037	39511	57
19.10.2017_1.6.56	1055283	127745	18576	31434	9017	18560	8323	15239	69
19.10.2017_1.6.57	2129878	493584	154879	130295	98457	31533	34292	50849	80
19.10.2017_1.6.58	905495	1468494	155598	47897	57581	36588	56856	47797	75
19.10.2017_1.6.59	261168	103803	47357	26297	23638	9897	23942	14980	56
19.10.2017_1.7.0	1591564	458028	347651	160014	53685	32294	65705	30367	50
19.10.2017_1.7.1	1091384	165235	109798	28878	27714	8194	35976	11457	38
19.10.2017_1.7.2	838703	137238	17467	13522	32434	12165	23534	6047	34
19.10.2017_1.7.3	2398323	1046053	29063	41216	66344	42936	69241	52934	44
19.10.2017_1.7.4	1158514	136026	51498	6914	10592	33705	20156	14700	40
19.10.2017_1.7.5	259273	63351	8064	3213	5291	10462	14148	12824	57
19.10.2017_1.7.6	600093	227144	148830	75001	26637	20572	17037	15023	74
19.10.2017_1.7.7	226259	15374	24418	14964	3180	5883	6052	5211	69
19.10.2017_1.7.8	353753	469529	147418	21918	82358	28878	12050	13135	81
19.10.2017_1.7.9	702161	25856	1852	3221	4998	3659	4454	8589	66
19.10.2017_1.7.10	1681917	59281	2229	12881	10715	14186	28616	10114	64
19.10.2017_1.7.11	112523	55320	31102	38550	10227	8218	4994	9097	78
19.10.2017_1.7.12	153591	64822	12681	12858	20686	5359	7777	3785	74
19.10.2017_1.7.13	135568	29355	62372	24313	34302	10704	3846	4350	75
19.10.2017_1.7.14	1058140	159652	39094	22335	26319	11154	10041	3641	74
19.10.2017_1.7.15	30767	24877	19571	32010	10206	10039	8655	8280	60
19.10.2017_1.7.16	117166	21362	5419	4774	5309	2527	2521	1965	66
19.10.2017_1.7.17	577191	157025	114663	32605	72507	43540	38409	17088	67
19.10.2017_1.7.18	908895	36618	5078	6795	7158	3747	9180	4001	74
19.10.2017_1.7.19	648727	113114	19436	13689	47194	14894	7217	3221	77
19.10.2017_1.7.19	120089	6700	8522	5693	1351	1318	777	235	77
19.10.2017_1.7.20	54444	103367	588	8021	7999	23332	33699	41646	69
19.10.2017_1.7.21	509787	218531	59968	18758	45884	26497	22243	15284	80
19.10.2017_1.7.22	201741	88356	38884	33698	3956	22443	33080	23143	74
19.10.2017_1.7.23	150202	108781	35758	68498	44575	43347	19357	7648	74
19.10.2017_1.7.24	847094	280222	51082	249216	238481	66077	196062	149545	74
19.10.2017_1.7.25	989919	644305	104891	81838	164334	69328	30052	47474	74
19.10.2017_1.7.26	225829	60557	145016	31919	55910	53239	65825	35166	74
19.10.2017_1.7.27	437173	350815	26205	141667	113858	86061	50738	57032	74
